Ajatempel (UTC);Kuupäev (Eesti aeg);Tarbimine;Tootmine;Planeeritud tarbimine;Planeeritud tootmine;NPS Läti;NPS Leedu;NPS Soome;NPS Eesti
1434398400;15.06.2015 23:00;;;;;26.1;26.1;12.74;12.74
1434402000;16.06.2015 00:00;;;;;13.08;13.08;11.32;11.32
1434405600;16.06.2015 01:00;;;;;13.03;13.03;11;11
1434409200;16.06.2015 02:00;;;;;13.01;13.01;9.24;9.24
1434412800;16.06.2015 03:00;;;;;12.09;12.09;8.13;8.13
1434416400;16.06.2015 04:00;;;;;7.68;7.68;7.68;7.68
1434420000;16.06.2015 05:00;;;;;7.94;7.94;7.94;7.94
1434423600;16.06.2015 06:00;;;;;13.08;13.08;10.61;10.61
1434427200;16.06.2015 07:00;;;;;50.09;50.09;13.83;13.83
1434430800;16.06.2015 08:00;;;;;46.99;46.99;46.99;46.99
1434434400;16.06.2015 09:00;;;;;55.01;55.01;55.01;55.01
1434438000;16.06.2015 10:00;;;;;55.01;55.01;55.01;55.01
1434441600;16.06.2015 11:00;;;;;55.03;55.03;55.03;55.03
1434445200;16.06.2015 12:00;;;;;50.09;50.09;50.09;50.09
1434448800;16.06.2015 13:00;;;;;55.01;55.01;33.59;33.59
1434452400;16.06.2015 14:00;;;;;50.02;50.02;33.53;33.53
1434456000;16.06.2015 15:00;;;;;50.06;50.06;29.84;29.84
1434459600;16.06.2015 16:00;;;;;50.08;50.08;19.98;19.98
1434463200;16.06.2015 17:00;;;;;45;45;17;17
1434466800;16.06.2015 18:00;;;;;17;17;13.94;13.94
1434470400;16.06.2015 19:00;;;;;45.06;45.06;13.9;13.9
1434474000;16.06.2015 20:00;;;;;55;55;13.95;13.95
1434477600;16.06.2015 21:00;;;;;45.06;45.06;13.96;13.96
1434481200;16.06.2015 22:00;;;;;45.04;45.04;13.79;13.79
1434484800;16.06.2015 23:00;;;;;26.09;26.09;13.79;13.79
1434488400;17.06.2015 00:00;;;;;26.07;26.07;13.2;13.2
1434492000;17.06.2015 01:00;;;;;11.09;11.09;10.96;10.96
1434495600;17.06.2015 02:00;;;;;9.88;9.88;9.88;9.88
1434499200;17.06.2015 03:00;;;;;8.88;8.88;8.88;8.88
1434502800;17.06.2015 04:00;;;;;12.03;12.03;8.42;8.42
1434506400;17.06.2015 05:00;;;;;26.01;26.01;8.3;8.3
1434510000;17.06.2015 06:00;;;;;26.09;26.09;10.35;10.35
1434513600;17.06.2015 07:00;;;;;40.04;40.04;13.51;13.51
1434517200;17.06.2015 08:00;;;;;40.09;40.09;25.04;25.04
1434520800;17.06.2015 09:00;;;;;58;58;39.9;39.9
1434524400;17.06.2015 10:00;;;;;58.04;58.04;33.6;33.6
1434528000;17.06.2015 11:00;;;;;58.08;58.08;41.03;41.03
1434531600;17.06.2015 12:00;;;;;58.08;58.08;57.52;57.52
1434535200;17.06.2015 13:00;;;;;58.1;58.1;57.5;57.5
1434538800;17.06.2015 14:00;;;;;58.09;58.09;41.1;41.1
1434542400;17.06.2015 15:00;;;;;58.08;58.08;25.09;25.09
1434546000;17.06.2015 16:00;;;;;58.05;58.05;14.08;23.42
1434549600;17.06.2015 17:00;;;;;40.1;40.1;13.7;13.7
1434553200;17.06.2015 18:00;;;;;40.1;40.1;13.22;13.22
1434556800;17.06.2015 19:00;;;;;50.05;50.05;13.09;13.09
1434560400;17.06.2015 20:00;;;;;58.07;58.07;12.86;12.86
1434564000;17.06.2015 21:00;;;;;58.02;58.02;12.56;12.56
1434567600;17.06.2015 22:00;;;;;58.07;58.07;12.11;12.11
1434571200;17.06.2015 23:00;;;;;52.05;52.05;11.47;11.47
1434574800;18.06.2015 00:00;;;;;27.22;27.22;9.79;9.79
1434578400;18.06.2015 01:00;;;;;12.03;12.03;9.29;9.29
1434582000;18.06.2015 02:00;;;;;12.04;12.04;7.21;7.21
1434585600;18.06.2015 03:00;;;;;12.01;12.01;5.99;5.99
1434589200;18.06.2015 04:00;;;;;11.09;11.09;5.21;5.21
1434592800;18.06.2015 05:00;;;;;11.1;11.1;5.29;5.29
1434596400;18.06.2015 06:00;;;;;12.07;12.07;7.25;7.25
1434600000;18.06.2015 07:00;;;;;45.02;45.02;11.72;23.42
1434603600;18.06.2015 08:00;;;;;45.03;45.03;23.43;23.43
1434607200;18.06.2015 09:00;;;;;56.96;56.96;17.1;56.96
1434610800;18.06.2015 10:00;;;;;57.94;57.94;15.91;57.94
1434614400;18.06.2015 11:00;;;;;45.1;45.1;15.87;45.1
1434618000;18.06.2015 12:00;;;;;45.1;45.1;14.68;45.1
1434621600;18.06.2015 13:00;;;;;57.93;57.93;12.95;57.93
1434625200;18.06.2015 14:00;;;;;45.1;45.1;12.73;45.1
1434628800;18.06.2015 15:00;;;;;57.99;57.99;12.4;57.99
1434632400;18.06.2015 16:00;;;;;57.94;57.94;12.12;57.94
1434636000;18.06.2015 17:00;;;;;57;57;11.76;57
1434639600;18.06.2015 18:00;;;;;23.48;23.48;11.97;23.48
1434643200;18.06.2015 19:00;;;;;57.92;57.92;11.89;23.49
1434646800;18.06.2015 20:00;;;;;57.97;57.97;11.62;23.46
1434650400;18.06.2015 21:00;;;;;57.93;57.93;11.19;23.44
1434654000;18.06.2015 22:00;;;;;57.94;57.94;10.75;23.42
1434657600;18.06.2015 23:00;;;;;45.04;45.04;10.26;10.26
1434661200;19.06.2015 00:00;;;;;26.1;26.1;9.17;9.17
1434751200;20.06.2015 01:00;;;;;26.08;26.08;9.61;9.61
1434754800;20.06.2015 02:00;;;;;26.01;26.01;8.84;8.84
1434758400;20.06.2015 03:00;;;;;13.08;13.08;8.18;8.18
1434762000;20.06.2015 04:00;;;;;13.05;13.05;7.19;7.19
1434765600;20.06.2015 05:00;;;;;13.05;13.05;5.84;5.84
1434769200;20.06.2015 06:00;;;;;13.1;13.1;5.82;5.82
1434772800;20.06.2015 07:00;;;;;26.09;26.09;8.11;8.11
1434776400;20.06.2015 08:00;;;;;23.44;23.44;8.92;23.44
1434780000;20.06.2015 09:00;;;;;55.8;55.8;9.75;55.8
1434783600;20.06.2015 10:00;;;;;55.82;55.82;10.4;33.6
1434787200;20.06.2015 11:00;;;;;45.09;45.09;10.97;33.54
1434790800;20.06.2015 12:00;;;;;55.81;55.81;10.98;23.46
1434794400;20.06.2015 13:00;;;;;55.81;55.81;10.44;23.45
1434798000;20.06.2015 14:00;;;;;52.06;52.06;10.05;10.05
1434801600;20.06.2015 15:00;;;;;45.09;45.09;9.62;9.62
1434805200;20.06.2015 16:00;;;;;55.81;55.81;9.46;9.46
1434808800;20.06.2015 17:00;;;;;55.81;55.81;9.48;9.48
1434812400;20.06.2015 18:00;;;;;55.81;55.81;9.9;9.9
1434816000;20.06.2015 19:00;;;;;55.81;55.81;10.22;10.22
1434819600;20.06.2015 20:00;;;;;55.82;55.82;10.09;10.09
1434823200;20.06.2015 21:00;;;;;55.81;55.81;9.79;9.79
1434826800;20.06.2015 22:00;;;;;52.02;52.02;10.02;10.02
1434830400;20.06.2015 23:00;;;;;45.07;45.07;10.08;23.41
1434834000;21.06.2015 00:00;;;;;26.09;26.09;9.71;9.71
1434837600;21.06.2015 01:00;;;;;26.05;26.05;9.8;23.41
1434841200;21.06.2015 02:00;;;;;13.1;13.1;9.52;9.52
1434844800;21.06.2015 03:00;;;;;13.07;13.07;9.17;9.17
1434848400;21.06.2015 04:00;;;;;13.05;13.05;8.76;8.76
1434852000;21.06.2015 05:00;;;;;13.04;13.04;8.39;8.39
1434855600;21.06.2015 06:00;;;;;13.07;13.07;8.59;8.59
1434859200;21.06.2015 07:00;;;;;26.02;26.02;9;9
1434862800;21.06.2015 08:00;;;;;45.09;45.09;9.74;23.47
1434866400;21.06.2015 09:00;;;;;55.09;55.09;10.73;25.06
1434870000;21.06.2015 10:00;;;;;45.08;45.08;11.14;45.08
1434873600;21.06.2015 11:00;;;;;45.09;45.09;11.91;45.09
1434877200;21.06.2015 12:00;;;;;45.08;45.08;12.61;25.1
1434880800;21.06.2015 13:00;;;;;55.05;55.05;12.76;25.09
1434884400;21.06.2015 14:00;;;;;45.1;45.1;12.47;25.08
1434888000;21.06.2015 15:00;;;;;45.07;45.07;12.19;25.07
1434891600;21.06.2015 16:00;;;;;45.06;45.06;12.2;25.06
1434895200;21.06.2015 17:00;;;;;45.06;45.06;12.38;25.06
1434898800;21.06.2015 18:00;;;;;45.06;45.06;12.8;25.07
1434902400;21.06.2015 19:00;;;;;45.08;45.08;13.07;25.1
1434906000;21.06.2015 20:00;;;;;45.08;45.08;13.05;25.09
1434909600;21.06.2015 21:00;;;;;45.05;45.05;12.8;25.06
1434913200;21.06.2015 22:00;;;;;45.08;45.08;13.33;25.03
1434916800;21.06.2015 23:00;;;;;45.05;45.05;12.95;23.49
1434920400;22.06.2015 00:00;;;;;26.09;26.09;11.23;23.41
1434924000;22.06.2015 01:00;;;;;11.54;11.54;11.54;11.54
1434927600;22.06.2015 02:00;;;;;13.04;13.04;11.08;11.08
1434931200;22.06.2015 03:00;;;;;13.03;13.03;10.62;10.62
1434934800;22.06.2015 04:00;;;;;12.1;12.1;10.54;10.54
1434938400;22.06.2015 05:00;;;;;13.06;13.06;10.58;10.58
1434942000;22.06.2015 06:00;;;;;11.33;11.33;11.33;11.33
1434945600;22.06.2015 07:00;;;;;45.06;45.06;16.06;25.04
1434949200;22.06.2015 08:00;;;;;56.16;56.16;44.96;56.16
1434952800;22.06.2015 09:00;;;;;57.96;57.96;57.96;57.96
1434956400;22.06.2015 10:00;;;;;59.43;59.43;59.43;59.43
1434960000;22.06.2015 11:00;;;;;63.02;63.02;63.02;63.02
1434963600;22.06.2015 12:00;;;;;63.04;63.04;63.04;63.04
1434967200;22.06.2015 13:00;;;;;63.03;63.03;63.03;63.03
1434970800;22.06.2015 14:00;;;;;56.2;56.2;54.8;54.8
1434974400;22.06.2015 15:00;;;;;60.06;60.06;35.31;35.31
1434978000;22.06.2015 16:00;;;;;61.06;61.06;28.2;28.2
1434981600;22.06.2015 17:00;;;;;60.06;60.06;54.58;54.58
1434985200;22.06.2015 18:00;;;;;56.93;56.93;37.93;37.93
1434988800;22.06.2015 19:00;;;;;56.91;56.91;46.87;46.87
1434992400;22.06.2015 20:00;;;;;57.9;57.9;57.9;57.9
1434996000;22.06.2015 21:00;;;;;56.19;56.19;18.47;25.02
1434999600;22.06.2015 22:00;;;;;56.16;56.16;17.7;23.48
1435003200;22.06.2015 23:00;;;;;52.04;52.04;17.05;23.45
1435006800;23.06.2015 00:00;;;;;26.01;26.01;15.53;15.53
1435010400;23.06.2015 01:00;;;;;26.01;26.01;12.82;12.82
1435014000;23.06.2015 02:00;;;;;13.07;13.07;12.32;12.32
1435017600;23.06.2015 03:00;;;;;13.05;13.05;12.07;12.07
1435021200;23.06.2015 04:00;;;;;13.03;13.03;11.93;11.93
1435024800;23.06.2015 05:00;;;;;13.02;13.02;11.88;11.88
1435028400;23.06.2015 06:00;;;;;12.15;12.15;12.15;12.15
1435032000;23.06.2015 07:00;;;;;45.04;45.04;25.02;25.02
1435035600;23.06.2015 08:00;;;;;56.34;56.34;44.96;44.96
1435039200;23.06.2015 09:00;;;;;62.72;62.72;62.72;62.72
1435042800;23.06.2015 10:00;;;;;63.04;63.04;63.04;63.04
1435046400;23.06.2015 11:00;;;;;59.02;59.02;59.02;59.02
1435050000;23.06.2015 12:00;;;;;60.05;60.05;60.05;60.05
1435053600;23.06.2015 13:00;;;;;59.88;59.88;59.88;59.88
1435057200;23.06.2015 14:00;;;;;58.58;58.58;58.58;58.58
1435060800;23.06.2015 15:00;;;;;60.02;60.02;54.5;54.5
1435064400;23.06.2015 16:00;;;;;60;60;34.08;34.08
1435068000;23.06.2015 17:00;;;;;57.9;57.9;34.06;34.06
1435071600;23.06.2015 18:00;;;;;56.39;56.39;25.05;25.05
1435075200;23.06.2015 19:00;;;;;56.37;56.37;33.17;33.17
1435078800;23.06.2015 20:00;;;;;56.35;56.35;25.03;25.03
1435082400;23.06.2015 21:00;;;;;56.31;56.31;16.79;16.79
1435086000;23.06.2015 22:00;;;;;56.31;56.31;13.41;13.41
1435089600;23.06.2015 23:00;;;;;26.08;26.08;12.96;12.96
1435093200;24.06.2015 00:00;;;;;26.09;26.09;12.25;12.25
1435096800;24.06.2015 01:00;;;;;14.09;14.09;9.91;9.91
1435100400;24.06.2015 02:00;;;;;14.06;14.06;6.4;6.4
1435104000;24.06.2015 03:00;;;;;14.03;14.03;5.24;5.24
1435107600;24.06.2015 04:00;;;;;13.09;13.09;4.7;4.7
1435111200;24.06.2015 05:00;;;;;13.07;13.07;4.25;4.25
1435114800;24.06.2015 06:00;;;;;5.33;5.33;5.33;5.33
1435118400;24.06.2015 07:00;;;;;15.97;15.97;15.97;15.97
1435122000;24.06.2015 08:00;;;;;34.09;34.09;34.09;34.09
1435125600;24.06.2015 09:00;;;;;55.02;55.02;55.02;55.02
1435129200;24.06.2015 10:00;;;;;56.31;56.31;56.31;56.31
1435132800;24.06.2015 11:00;;;;;55.02;55.02;55.02;55.02
1435136400;24.06.2015 12:00;;;;;56.32;56.32;56.32;56.32
1435140000;24.06.2015 13:00;;;;;52.92;52.92;52.92;52.92
1435143600;24.06.2015 14:00;;;;;50.05;50.05;50.05;50.05
1435147200;24.06.2015 15:00;;;;;34.07;34.07;34.07;34.07
1435150800;24.06.2015 16:00;;;;;34.04;34.04;34.04;34.04
1435154400;24.06.2015 17:00;;;;;25.04;25.04;25.04;25.04
1435158000;24.06.2015 18:00;;;;;15.95;15.95;15.95;15.95
1435161600;24.06.2015 19:00;;;;;25.09;25.09;25.09;25.09
1435165200;24.06.2015 20:00;;;;;50.04;50.04;36.06;36.06
1435168800;24.06.2015 21:00;;;;;23.93;23.93;23.93;23.93
1435172400;24.06.2015 22:00;;;;;23.67;23.67;23.67;23.67
1435176000;24.06.2015 23:00;;;;;26.08;26.08;21.88;21.88
1435179600;25.06.2015 00:00;;;;;26.03;26.03;11;11
1435183200;25.06.2015 01:00;;;;;13.06;13.06;8.26;8.26
1435186800;25.06.2015 02:00;;;;;13.03;13.03;6.61;6.61
1435190400;25.06.2015 03:00;;;;;13.01;13.01;5.1;5.1
1435194000;25.06.2015 04:00;;;;;12.09;12.09;4.86;4.86
1435197600;25.06.2015 05:00;;;;;13.01;13.01;5.21;5.21
1435201200;25.06.2015 06:00;;;;;26.02;26.02;6.88;6.88
1435204800;25.06.2015 07:00;;;;;48.08;48.08;25.04;25.04
1435208400;25.06.2015 08:00;;;;;48.07;48.07;34.01;34.01
1435212000;25.06.2015 09:00;;;;;58.23;58.23;58.23;58.23
1435215600;25.06.2015 10:00;;;;;60.06;60.06;60.06;60.06
1435219200;25.06.2015 11:00;;;;;64.02;64.02;64.02;64.02
1435222800;25.06.2015 12:00;;;;;63.1;63.1;63.1;63.1
1435226400;25.06.2015 13:00;;;;;56.93;56.93;56.93;56.93
1435230000;25.06.2015 14:00;;;;;55.88;55.88;55.88;55.88
1435233600;25.06.2015 15:00;;;;;55.85;55.85;55.85;55.85
1435237200;25.06.2015 16:00;;;;;55.84;55.84;53.23;53.23
1435240800;25.06.2015 17:00;;;;;55.07;55.07;52.69;52.69
1435244400;25.06.2015 18:00;;;;;55.07;55.07;34.08;34.08
1435248000;25.06.2015 19:00;;;;;55.04;55.04;36.05;36.05
1435251600;25.06.2015 20:00;;;;;55;55;47.8;47.8
1435255200;25.06.2015 21:00;;;;;48.04;48.04;33.51;33.51
1435258800;25.06.2015 22:00;;;;;48.07;48.07;33.58;33.58
1435262400;25.06.2015 23:00;;;;;48.08;48.08;27.5;27.5
1435266000;26.06.2015 00:00;;;;;26.09;26.09;11.24;11.24
1435356000;27.06.2015 01:00;;;;;16.24;16.24;16.24;16.24
1435359600;27.06.2015 02:00;;;;;15.13;15.13;15.13;15.13
1435363200;27.06.2015 03:00;;;;;14.32;14.32;14.32;14.32
1435366800;27.06.2015 04:00;;;;;13.85;13.85;13.85;13.85
1435370400;27.06.2015 05:00;;;;;13.36;13.36;13.36;13.36
1435374000;27.06.2015 06:00;;;;;13.48;13.48;13.48;13.48
1435377600;27.06.2015 07:00;;;;;50;50;12.34;12.34
1435381200;27.06.2015 08:00;;;;;50.05;50.05;13.32;33.52
1435384800;27.06.2015 09:00;;;;;50.05;50.05;13.76;33.56
1435388400;27.06.2015 10:00;;;;;50.01;50.01;15.35;33.57
1435392000;27.06.2015 11:00;;;;;50.01;50.01;16.51;33.57
1435395600;27.06.2015 12:00;;;;;50.04;50.04;16.59;33.56
1435399200;27.06.2015 13:00;;;;;50.04;50.04;16.31;33.5
1435402800;27.06.2015 14:00;;;;;50.03;50.03;15.66;15.66
1435406400;27.06.2015 15:00;;;;;50.06;50.06;14.95;14.95
1435410000;27.06.2015 16:00;;;;;50.02;50.02;14.93;14.93
1435413600;27.06.2015 17:00;;;;;50.01;50.01;14.81;14.81
1435417200;27.06.2015 18:00;;;;;50.06;50.06;16.38;16.38
1435420800;27.06.2015 19:00;;;;;50.01;50.01;17.16;17.16
1435424400;27.06.2015 20:00;;;;;16.99;16.99;16.99;16.99
1435428000;27.06.2015 21:00;;;;;16.24;16.24;16.24;16.24
1435431600;27.06.2015 22:00;;;;;15.78;15.78;15.78;15.78
1435435200;27.06.2015 23:00;;;;;50.03;50.03;15.72;15.72
1435438800;28.06.2015 00:00;;;;;26.04;26.04;14.35;14.35
1435442400;28.06.2015 01:00;;;;;16.08;16.08;14.19;14.19
1435446000;28.06.2015 02:00;;;;;16.03;16.03;13.47;13.47
1435449600;28.06.2015 03:00;;;;;15.1;15.1;13.12;13.12
1435453200;28.06.2015 04:00;;;;;15.08;15.08;12.71;12.71
1435456800;28.06.2015 05:00;;;;;15.08;15.08;12.12;12.12
1435460400;28.06.2015 06:00;;;;;12.13;12.13;12.13;12.13
1435464000;28.06.2015 07:00;;;;;16.08;16.08;12.74;12.74
1435467600;28.06.2015 08:00;;;;;16.03;16.03;13.4;13.4
1435471200;28.06.2015 09:00;;;;;14.37;14.37;14.37;14.37
1435474800;28.06.2015 10:00;;;;;57.51;57.51;15.56;33.52
1435478400;28.06.2015 11:00;;;;;57.51;57.51;17.02;33.52
1435482000;28.06.2015 12:00;;;;;57.52;57.52;17.04;33.52
1435485600;28.06.2015 13:00;;;;;57.52;57.52;17.01;33.51
1435489200;28.06.2015 14:00;;;;;57.52;57.52;17.03;23.5
1435492800;28.06.2015 15:00;;;;;57.51;57.51;17.02;23.49
1435496400;28.06.2015 16:00;;;;;57.5;57.5;17.05;23.5
1435500000;28.06.2015 17:00;;;;;57.51;57.51;17.08;17.08
1435503600;28.06.2015 18:00;;;;;57.52;57.52;17.42;17.42
1435507200;28.06.2015 19:00;;;;;57.52;57.52;18.9;23.4
1435510800;28.06.2015 20:00;;;;;57.51;57.51;19.42;33.51
1435514400;28.06.2015 21:00;;;;;57.51;57.51;18.92;23.49
1435518000;28.06.2015 22:00;;;;;53.94;53.94;18.71;23.45
1435521600;28.06.2015 23:00;;;;;52;52;17.91;23.43
1435525200;29.06.2015 00:00;;;;;26.03;26.03;15.54;15.54
1435528800;29.06.2015 01:00;;;;;13.71;13.71;13.71;13.71
1435532400;29.06.2015 02:00;;;;;14.01;14.01;12.94;12.94
1435536000;29.06.2015 03:00;;;;;12.05;12.05;11.79;11.79
1435539600;29.06.2015 04:00;;;;;11.48;11.48;11.48;11.48
1435543200;29.06.2015 05:00;;;;;11.48;11.48;11.48;11.48
1435546800;29.06.2015 06:00;;;;;52.05;52.05;13.95;13.95
1435550400;29.06.2015 07:00;;;;;57.54;57.54;25.07;25.07
1435554000;29.06.2015 08:00;;;;;57.6;57.6;44.99;44.99
1435557600;29.06.2015 09:00;;;;;59.97;59.97;59.97;59.97
1435561200;29.06.2015 10:00;;;;;60;60;60;60
1435564800;29.06.2015 11:00;;;;;60.02;60.02;60.02;60.02
1435568400;29.06.2015 12:00;;;;;57.99;57.99;57.99;57.99
1435572000;29.06.2015 13:00;;;;;60.01;60.01;60.01;60.01
1435575600;29.06.2015 14:00;;;;;60.02;60.02;56.49;56.49
1435579200;29.06.2015 15:00;;;;;57.99;57.99;33.52;33.52
1435582800;29.06.2015 16:00;;;;;58.05;58.05;25;25
1435586400;29.06.2015 17:00;;;;;57.57;57.57;25.02;25.02
1435590000;29.06.2015 18:00;;;;;57.56;57.56;23.92;23.92
1435593600;29.06.2015 19:00;;;;;57.55;57.55;23.92;23.92
1435597200;29.06.2015 20:00;;;;;57.93;57.93;23.49;23.49
1435600800;29.06.2015 21:00;;;;;57.54;57.54;18.45;18.45
1435604400;29.06.2015 22:00;;;;;57.53;57.53;17.61;17.61
1435608000;29.06.2015 23:00;;;;;55.05;55.05;17.04;17.04
1435611600;30.06.2015 00:00;;;;;29.26;29.26;14.05;14.05
1435615200;30.06.2015 01:00;;;;;56.96;56.96;13.66;13.66
1435618800;30.06.2015 02:00;;;;;14.09;14.09;12.18;12.18
1435622400;30.06.2015 03:00;;;;;14.04;14.04;11.61;11.61
1435626000;30.06.2015 04:00;;;;;14;14;11.38;11.38
1435629600;30.06.2015 05:00;;;;;13.04;13.04;11.49;11.49
1435633200;30.06.2015 06:00;;;;;52.93;52.93;13.63;13.63
1435636800;30.06.2015 07:00;;;;;60.79;60.79;25.2;25.2
1435640400;30.06.2015 08:00;;;;;60.78;60.78;60.78;60.78
1435644000;30.06.2015 09:00;;;;;65.06;65.06;65.06;65.06
1435647600;30.06.2015 10:00;;;;;65.03;65.03;65.03;65.03
1435651200;30.06.2015 11:00;;;;;63.02;63.02;63.02;63.02
1435654800;30.06.2015 12:00;;;;;60.79;60.79;60.79;60.79
1435658400;30.06.2015 13:00;;;;;65.02;65.02;65.02;65.02
1435662000;30.06.2015 14:00;;;;;60.79;60.79;60.79;60.79
1435665600;30.06.2015 15:00;;;;;60.8;60.8;53.08;53.08
1435669200;30.06.2015 16:00;;;;;60.8;60.8;60.8;60.8
1435672800;30.06.2015 17:00;;;;;60.72;60.72;48.5;48.5
1435676400;30.06.2015 18:00;;;;;60.74;60.74;33.5;33.5
1435680000;30.06.2015 19:00;;;;;60.72;60.72;25.1;25.1
1435683600;30.06.2015 20:00;;;;;60.77;60.77;25.49;25.49
1435687200;30.06.2015 21:00;;;;;60.71;60.71;17.83;23.4
1435690800;30.06.2015 22:00;;;;;60.73;60.73;17.31;17.31
1435694400;30.06.2015 23:00;;;;;53;53;16.31;16.31
1435698000;01.07.2015 00:00;;;;;29.27;29.27;14.83;14.83
1435701600;01.07.2015 01:00;;;;;15.08;15.08;13.43;13.43
1435705200;01.07.2015 02:00;;;;;14.04;14.04;12.85;12.85
1435708800;01.07.2015 03:00;;;;;12.29;12.29;12.29;12.29
1435712400;01.07.2015 04:00;;;;;12.08;12.08;11.92;11.92
1435716000;01.07.2015 05:00;;;;;12.08;12.08;12;12
1435719600;01.07.2015 06:00;;;;;26.08;26.08;13.27;13.27
1435723200;01.07.2015 07:00;;;;;56.57;56.57;25.97;25.97
1435726800;01.07.2015 08:00;;;;;60.02;60.02;34.19;34.19
1435730400;01.07.2015 09:00;;;;;60.07;60.07;59;59
1435734000;01.07.2015 10:00;;;;;60.08;60.08;60.08;60.08
1435737600;01.07.2015 11:00;;;;;60.04;60.04;60.04;60.04
1435741200;01.07.2015 12:00;;;;;60.05;60.05;60.05;60.05
1435744800;01.07.2015 13:00;;;;;60.09;60.09;60.09;60.09
1435748400;01.07.2015 14:00;;;;;60.08;60.08;59.85;59.85
1435752000;01.07.2015 15:00;;;;;60.08;60.08;34.19;34.19
1435755600;01.07.2015 16:00;;;;;60.04;60.04;34.12;34.12
1435759200;01.07.2015 17:00;;;;;56.58;56.58;33.55;33.55
1435762800;01.07.2015 18:00;;;;;56.57;56.57;25.62;25.62
1435766400;01.07.2015 19:00;;;;;56.56;56.56;29.94;29.94
1435770000;01.07.2015 20:00;;;;;56.6;56.6;26;26
1435773600;01.07.2015 21:00;;;;;56.54;56.54;15.17;15.17
1435777200;01.07.2015 22:00;;;;;56.53;56.53;14.21;14.21
1435780800;01.07.2015 23:00;;;;;56.5;56.5;13.4;13.4
1435784400;02.07.2015 00:00;;;;;29.22;29.22;12.4;12.4
1435788000;02.07.2015 01:00;;;;;14.07;14.07;10.57;10.57
1435791600;02.07.2015 02:00;;;;;14.03;14.03;9;9
1435795200;02.07.2015 03:00;;;;;12.09;12.09;7.31;7.31
1435798800;02.07.2015 04:00;;;;;12.08;12.08;6.62;6.62
1435802400;02.07.2015 05:00;;;;;12.1;12.1;6.49;6.49
1435806000;02.07.2015 06:00;;;;;26.09;26.09;9.23;9.23
1435809600;02.07.2015 07:00;;;;;59.82;59.82;25.08;25.08
1435813200;02.07.2015 08:00;;;;;59.85;59.85;45.52;45.52
1435816800;02.07.2015 09:00;;;;;59.88;59.88;59.88;59.88
1435820400;02.07.2015 10:00;;;;;65;65;65;65
1435824000;02.07.2015 11:00;;;;;59.89;59.89;46.2;46.2
1435827600;02.07.2015 12:00;;;;;63.09;63.09;63.09;63.09
1435831200;02.07.2015 13:00;;;;;59.89;59.89;59.89;59.89
1435834800;02.07.2015 14:00;;;;;59.88;59.88;53.28;53.28
1435838400;02.07.2015 15:00;;;;;60.05;60.05;41.82;41.82
1435842000;02.07.2015 16:00;;;;;59.87;59.87;34.19;34.19
1435845600;02.07.2015 17:00;;;;;59.83;59.83;34.15;34.15
1435849200;02.07.2015 18:00;;;;;59.82;59.82;33.55;33.55
1435852800;02.07.2015 19:00;;;;;59.82;59.82;33.5;33.5
1435856400;02.07.2015 20:00;;;;;59.86;59.86;25.09;25.09
1435860000;02.07.2015 21:00;;;;;59.81;59.81;12.6;12.6
1435863600;02.07.2015 22:00;;;;;57;57;11.58;11.58
1435867200;02.07.2015 23:00;;;;;55.04;55.04;10.8;10.8
1435870800;03.07.2015 00:00;;;;;29.23;29.23;8.73;8.73
1435960800;04.07.2015 01:00;;;;;13.04;13.04;9.2;9.2
1435964400;04.07.2015 02:00;;;;;12.07;12.07;9.06;9.06
1435968000;04.07.2015 03:00;;;;;12.06;12.06;8.64;8.64
1435971600;04.07.2015 04:00;;;;;12.03;12.03;8.24;8.24
1435975200;04.07.2015 05:00;;;;;12.01;12.01;8;8
1435978800;04.07.2015 06:00;;;;;13.03;13.03;8.21;8.21
1435982400;04.07.2015 07:00;;;;;37.41;37.41;8.12;8.12
1435986000;04.07.2015 08:00;;;;;26.1;26.1;9.12;9.12
1435989600;04.07.2015 09:00;;;;;58.02;58.02;9.08;9.08
1435993200;04.07.2015 10:00;;;;;58.07;58.07;10.21;10.21
1435996800;04.07.2015 11:00;;;;;58.07;58.07;11.08;11.08
1436000400;04.07.2015 12:00;;;;;58.06;58.06;11.18;11.18
1436004000;04.07.2015 13:00;;;;;58.05;58.05;10.85;10.85
1436007600;04.07.2015 14:00;;;;;58.04;58.04;10.02;10.02
1436011200;04.07.2015 15:00;;;;;58.04;58.04;9.35;9.35
1436014800;04.07.2015 16:00;;;;;58.04;58.04;9.2;9.2
1436018400;04.07.2015 17:00;;;;;58.04;58.04;9.53;9.53
1436022000;04.07.2015 18:00;;;;;58.06;58.06;10.2;10.2
1436025600;04.07.2015 19:00;;;;;58.06;58.06;10.75;10.75
1436029200;04.07.2015 20:00;;;;;58.03;58.03;10.31;10.31
1436032800;04.07.2015 21:00;;;;;58.04;58.04;9.72;9.72
1436036400;04.07.2015 22:00;;;;;58.04;58.04;9.72;9.72
1436040000;04.07.2015 23:00;;;;;58;58;10.62;10.62
1436043600;05.07.2015 00:00;;;;;29.22;29.22;9.29;9.29
1436047200;05.07.2015 01:00;;;;;26.08;26.08;10.28;10.28
1436050800;05.07.2015 02:00;;;;;13.04;13.04;10.05;10.05
1436054400;05.07.2015 03:00;;;;;12.08;12.08;9.53;9.53
