System;Total production;Total surplus;Total shortage;Total unused;Net surplus;Average cost;Difference from arbitrage
Renewables - 5 GWh storage;10835977.3950692;1170002.09041657;-968679.898253931;1868597.17712401;201322.192162643;109.408205516592;0.04195436176839
Renewables - 5 GWh storage;8920680.34095661;844228.313837011;-1636685.00052755;1330572.9795077;-792456.686690535;104.75140665075;-0.153244618525951
Renewables - 5 GWh storage;8791207.28771794;767731.381945873;-1475597.20827727;1162238.87238576;-707865.826331398;112.295283151959;-0.096519243737213
Renewables - 5 GWh storage;9841090.20960408;945206.762985019;-1215022.65416127;1968497.72516408;-269815.891176253;116.685789606323;-0.859967144731012
Renewables - 5 GWh storage;9235662.86398954;780274.172092918;-1418365.26894484;1433643.17050313;-638091.096851924;115.058464136599;2.59275725102981E-05
Renewables - 5 GWh storage;10642301.9827958;1126601.12627878;-873262.697863157;2051333.91107611;253338.428415623;105.130444148524;-0.608450242632649
Renewables - 5 GWh storage;9462835.80039032;869638.155717515;-1311731.59791042;1478241.14042793;-442093.442192906;118.831292096244;-0.155414166919481
Renewables - 5 GWh storage;8156009.80892907;671677.255330763;-2018579.96684994;1246599.51127153;-1346902.71151918;138.220615834785;0.030205384374199
Renewables - 5 GWh storage;8563319.84955966;779278.30794776;-1544947.92583736;1348484.04180082;-765669.617889598;115.958162593678;-0.052620795697642
Renewables - 5 GWh storage;10748582.1673934;1179908.07260357;-907025.742963071;2508784.62571163;272882.329640503;157.126597639766;-0.023033241735941
Renewables - 5 GWh storage;9565413.11944649;921962.307789126;-1138439.62451457;1475032.48034487;-216477.316725442;132.949155398254;-0.179931501381352
Renewables - 5 GWh storage;10334637.0654207;1084418.53572412;-960890.821211804;2001723.12433336;123527.714512312;140.094057311033;-0.239466042152909
Renewables - 5 GWh storage;10255098.2539479;1042448.10249387;-1150795.64358869;1981413.05634174;-108347.541094822;168.679777724733;-0.153668474916486
Renewables - 5 GWh storage;9452898.80359382;891047.466977392;-1278946.67785792;1626998.43418165;-387899.210880528;125.664038722159;0.087799083945486
Renewables - 5 GWh storage;10275827.8280759;1066477.78869701;-1161899.75529022;2046507.17748301;-95421.9665932115;204.685086145684;-0.002357896658644
Renewables - 5 GWh storage;9416803.32614087;893526.802102688;-1506471.71285856;1519507.81794378;-612944.91075587;93.0520542260462;0.026537370509008
Renewables - 5 GWh storage;8974417.48056083;762449.146329313;-1580562.14794481;1411037.84159959;-818113.001615494;177.914752220851;0.068413324906242
Renewables - 5 GWh storage;8406953.61801813;721493.982545098;-1913935.66275933;1230629.35268402;-1192441.68021424;100.334546112505;0.323050640267326
Renewables - 5 GWh storage;9603387.26774185;906083.290210026;-1488774.01689858;1567628.24648933;-582690.726688559;125.33479239941;0.265505060753796
Renewables - 5 GWh storage;10099110.1524283;996571.525468127;-1142127.67169922;1729538.6239041;-145556.146231092;152.643294709749;-0.287519536837456
Renewables - 5 GWh storage;8891476.13276248;792354.139861463;-1472379.71429479;1392415.0687326;-680025.574433325;193.199212911732;-0.019370005786382
Renewables - 5 GWh storage;9815687.14678773;921783.20190644;-1276195.06695438;1860279.17460652;-354411.865047939;157.64733865445;0.304427356852013
Renewables - 5 GWh storage;9286516.91671665;846446.274080371;-1246362.71068593;1539347.67436403;-399916.436605556;255.550524176832;-0.452346687878652
Renewables - 5 GWh storage;10159130.7481791;1036705.44741365;-1143795.78695569;1661884.37554191;-107090.339542043;112.425909474044;-0.20904401213533
Renewables - 5 GWh storage;10832569.8455017;1147912.55649991;-979859.161157646;2042071.130008;168053.395342266;129.920544776282;-0.044003664110608
Renewables - 5 GWh storage;10996845.1546444;1234014.72434729;-807022.489303376;2505277.57636371;426992.23504391;137.574384885092;-0.475261863252523
Renewables - 5 GWh storage;8842867.4267141;782587.132230739;-1548936.94594829;1236816.82659069;-766349.813717547;164.164408017438;0.098725946192461
Renewables - 5 GWh storage;9227678.23358968;899478.358303553;-1367804.75350926;1578126.23019571;-468326.395205711;98.2551919792421;-0.301286446946182
Renewables - 5 GWh storage;10148163.9872967;1000708.06010762;-1288973.22071001;2373522.16554372;-288265.160602388;255.942226901136;-0.020615898160545
Renewables - 5 GWh storage;10218754.8695843;1031432.75629326;-989962.812654556;2016308.57258553;41469.9436387053;83.6710313105587;-0.038886420088559
Renewables - 5 GWh storage;8685466.06916235;783990.83223531;-1772417.52280591;1379288.82479651;-988426.690570596;110.796385974199;-0.195842680729275
Renewables - 5 GWh storage;8932553.56678229;802880.936405389;-1552426.53235292;1252090.06829937;-749545.595947528;77.6664271781016;0.197464818320803
Renewables - 5 GWh storage;10911834.9337777;1198277.7774762;-842035.446876183;2537710.4315024;356242.330600016;167.510948476284;-0.339805185362939
Renewables - 5 GWh storage;9636175.55396977;870081.679275298;-1257048.52084864;1692780.56781049;-386966.841573343;186.561750459054;-0.213028072811706
Renewables - 5 GWh storage;11550663.5020873;1294923.26890531;-896895.044757993;2849865.90674276;398028.224147319;133.537190362598;-0.023862144423767
Renewables - 5 GWh storage;8152992.48804685;664432.260945517;-1682467.19773172;1076024.87470011;-1018034.9367862;255.295517042872;-0.257065474641085
Renewables - 5 GWh storage;8517582.24135223;720666.76129436;-1784625.39131772;1238617.289543;-1063958.63002336;103.73194320703;0.366992305693092
Renewables - 5 GWh storage;9550427.28972439;886620.029957297;-1509492.44539948;1627298.52093346;-622872.41544218;127.450405414087;-0.107428613537921
Renewables - 5 GWh storage;10921194.6874705;1150557.00696594;-807935.093541532;2301108.23746389;342621.913424404;98.9847130531494;-0.269139358603649
Renewables - 5 GWh storage;9666599.2943241;922536.15690647;-1278345.97888744;1625549.22800082;-355809.821980974;90.7508095941132;0.103003861664266
Renewables - 5 GWh storage;8882566.32287101;755826.734284261;-1692983.00575099;1135281.35912248;-937156.271466732;75.5422397296017;-0.273199652390225
Renewables - 5 GWh storage;9560067.58282153;910226.902627815;-1479781.10473315;1791883.07471329;-569554.202105333;166.403374073207;-0.366834736954448
Renewables - 5 GWh storage;8079102.06517099;637707.540281861;-1848486.31749347;1009053.03115198;-1210778.77721161;220.013944728147;-0.292696230845955
Renewables - 5 GWh storage;8452041.16843645;729683.397934392;-1896891.87176698;1024534.04327337;-1167208.47383259;159.89763423399;-0.199181599004985
Renewables - 5 GWh storage;12096207.0820027;1373243.08452;-611639.789174195;3069600.00577131;761603.295345809;148.279610352441;-0.360290011213429
Renewables - 5 GWh storage;10521158.1610125;1034683.54776506;-1052358.15842604;2015778.64231583;-17674.6106609854;82.5833070554746;-0.551264263882867
Renewables - 5 GWh storage;10761760.8422922;1127134.80857345;-1193225.02789294;2095835.13835521;-66090.2193194872;91.9602814707682;-0.321218693117881
Renewables - 5 GWh storage;8956111.4853819;774806.394555752;-1672516.3547793;1317212.90265634;-897709.960223551;115.763966888479;-0.18892987091942
Renewables - 5 GWh storage;9554188.77132277;865506.016488629;-1323407.15497806;1482142.30903376;-457901.138489431;177.950732668265;-0.005964441949059
Renewables - 5 GWh storage;9478418.31250935;863109.756685551;-1390069.67753773;1373748.71014271;-526959.920852181;197.80396380593;-0.500347145492221
Renewables - 5 GWh storage;10599788.1409216;1096596.3445771;-1007522.88792362;2097775.47242055;89073.4566534836;88.038388728726;0.292005388455044
Renewables - 5 GWh storage;7818956.90528957;639582.812342046;-1933323.3175736;932757.385280772;-1293740.50523155;83.1794829969753;-0.35482872176636
Renewables - 5 GWh storage;9824403.98596899;998521.303486508;-1075493.5188374;1746356.63887454;-76972.2153508879;151.668389713599;-0.243385662530443
Renewables - 5 GWh storage;9045910.26681203;783402.82785953;-1714262.72997042;1243780.37811053;-930859.902110887;142.047934445671;-0.229486823576186
Renewables - 5 GWh storage;10113495.1756905;1027995.82633369;-1112585.147142;1899403.35382689;-84589.3208083108;118.435495813699;-0.181439408995638
Renewables - 5 GWh storage;10751733.8961892;1151325.39198476;-906326.534019892;1946010.48332912;244998.857964871;164.037574080571;-0.293506387219478
Renewables - 5 GWh storage;10393375.0242175;1069718.15977676;-1105644.97028247;2308792.3524376;-35926.810505706;160.735424293668;-0.142592422688693
Renewables - 5 GWh storage;7992737.06225842;618951.506445342;-2031629.3334204;1005147.9685982;-1412677.82697506;147.073980069889;-0.02620511047699
Renewables - 5 GWh storage;8721178.99564013;763848.303991814;-1452318.31415944;1165665.212867;-688470.01016763;119.32523750828;0.406860222459613
Renewables - 5 GWh storage;9793430.98782665;936321.762095918;-1522776.24833917;1762070.31490403;-586454.486243257;111.554863772367;-0.227476603261302
Renewables - 5 GWh storage;10788738.890196;1112925.24783832;-843645.221615141;2238525.03656946;269280.026223181;202.248206455496;-0.501921364787652
Renewables - 5 GWh storage;9755512.5973685;898394.407458878;-1198395.68107458;1529818.95899056;-300001.273615705;103.882468992872;-0.255772552646382
Renewables - 5 GWh storage;9033872.94481374;866804.847754432;-1238401.8335272;1528950.46051047;-371596.985772766;112.861372589822;-0.449558477469758
Renewables - 5 GWh storage;10650928.0394014;1052493.27533345;-1185320.65437572;2086433.66144161;-132827.379042277;117.370388434025;-0.310372579575708
Renewables - 5 GWh storage;11104369.9868042;1186678.99742784;-909875.866914348;2692701.97187303;276803.130513491;167.990094061286;-0.373600916247373
Renewables - 5 GWh storage;9374393.66144612;865719.902644144;-1559237.75757216;1743905.60810392;-693517.854928019;118.765048771175;-0.044787547640876
Renewables - 5 GWh storage;12100437.824996;1363135.84569129;-649443.769776545;3309512.33984255;713692.075914747;134.06851997562;-0.61236496563936
Renewables - 5 GWh storage;8934643.00796461;832022.347573576;-1560083.75369812;1207934.97874176;-728061.406124547;97.7846705984157;0.173047372623845
Renewables - 5 GWh storage;8544670.17773927;714548.103029386;-1813743.19873609;1208153.16531987;-1099195.0957067;120.862849880786;-0.318653125376592
Renewables - 5 GWh storage;8238201.76227301;699868.081792666;-1837313.92562122;1226921.09280667;-1137445.84382855;126.385634308455;-0.533699001597112
Renewables - 5 GWh storage;10344220.4229951;1058178.24005277;-1368145.35425275;2251694.45838059;-309967.114199975;124.591461329376;0.007207621789696
Renewables - 5 GWh storage;9487033.8842376;878404.006237345;-1507901.98072499;1601543.32595743;-629497.974487649;159.712146478138;-0.255035838579842
Renewables - 5 GWh storage;8352078.48876483;673948.925564266;-1893914.01026337;1063024.56098859;-1219965.0846991;133.13124660622;-0.047050407190005
Renewables - 5 GWh storage;9649092.27545276;928863.675140487;-1073344.43840108;1667913.66601772;-144480.76326059;83.0540466917724;-0.501296710008207
Renewables - 5 GWh storage;8696628.90529203;748442.307969157;-1530202.86645879;1154375.21828909;-781760.558489635;128.096329144484;-0.187304677300437
Renewables - 5 GWh storage;9809440.50152904;956967.662802733;-1110274.52587259;1712742.86631185;-153306.863069861;81.5328293923582;-0.128973610647739
Renewables - 5 GWh storage;9432323.54605465;883126.235421165;-1308134.00856597;1422850.90474197;-425007.773144801;146.078644183488;0.280336542098677
Renewables - 5 GWh storage;8051024.06573572;664094.956738226;-2042510.58198567;1175797.8941611;-1378415.62524744;176.165667862326;0.296948225058943
Renewables - 5 GWh storage;10046212.5645665;1013133.04791686;-1142365.54644361;1979245.03632202;-129232.498526749;137.453818647623;-0.49328238045271
Renewables - 5 GWh storage;9570103.0518544;865250.383605217;-1316823.71617092;1779027.38683041;-451573.332565699;118.716660327548;-0.620351932806162
Renewables - 5 GWh storage;10368795.1644164;1041818.83397306;-897741.056492358;2014968.36327496;144077.777480703;90.4304079872022;-0.299024450846648
Renewables - 5 GWh storage;9245815.75013913;808498.390877673;-1521863.02694918;1523727.8361764;-713364.636071505;156.39255931306;0.088274669567353
Renewables - 5 GWh storage;8556011.68824815;716281.069688969;-1742937.22786957;1095958.76240121;-1026656.15818059;87.5957590675077;-0.242683219218698
Renewables - 5 GWh storage;9733976.15452837;948028.210613207;-1278141.91914428;1597476.3196942;-330113.708531074;108.331632400003;-0.093810429641948
Renewables - 5 GWh storage;9597236.62803822;942563.809678138;-1500197.59101367;1684923.90103627;-557633.781335527;96.5736284150337;-0.526024424940823
Renewables - 5 GWh storage;10006887.24081;997622.240399928;-1171034.63907101;2008592.35740286;-173412.398671079;145.797985147494;0.130979823993359
Renewables - 5 GWh storage;8871795.33772004;776775.261027642;-1653394.64554029;1299847.3861686;-876619.384512647;172.008235731809;0.380664419761843
Renewables - 5 GWh storage;10560401.0628892;1131235.35576803;-919193.867452325;2144333.82865062;212041.4883157;117.528534995014;0.152852291475185
Renewables - 5 GWh storage;9610818.10053514;902888.444128205;-1172839.13430654;1727066.80682539;-269950.690178339;163.567986287665;-0.004882354197001
Renewables - 5 GWh storage;10321227.3252774;1023134.3756452;-1301799.04395485;2137183.71102113;-278664.668309649;161.898917069738;-0.399247831368596
Renewables - 5 GWh storage;9174642.26019698;825878.529514792;-1497249.46063664;1352453.42798097;-671370.93112185;136.4708184592;-0.652748798182202
Renewables - 5 GWh storage;8172263.57814859;680049.799069006;-1770628.80655644;1102357.7351926;-1090579.00748743;146.350950734594;-0.144774546470661
Renewables - 5 GWh storage;8870959.12735907;741002.441313931;-1725845.04281538;1269199.18981485;-984842.601501446;90.7534294952768;-0.244268155735023
Renewables - 5 GWh storage;9164748.26346588;850421.196028184;-1293918.77129763;1712343.74439141;-443497.575269446;140.232712354759;-1.10337636872708
Renewables - 5 GWh storage;10233288.562377;1034349.8223896;-1312389.42808543;1967645.89212196;-278039.605695832;182.391126859052;-0.190135640070881
Renewables - 5 GWh storage;8761949.96089508;763034.346272879;-1647701.05055369;1299573.96855189;-884666.704280816;118.206485693851;0.371545472987865
Renewables - 5 GWh storage;10600107.0402699;1119597.36270755;-998170.764695161;2198778.3922786;121426.598012388;144.5151950578;0.447500764397018
Renewables - 5 GWh storage;9463325.2409915;878185.497657628;-1179188.39761396;1509085.46386047;-301002.899956332;131.717344293143;0.018183240901012
Renewables - 5 GWh storage;9013931.33005946;768843.290669392;-1499248.26632271;1215831.21925184;-730404.975653316;124.372547153863;0.19428903922898
Renewables - 5 GWh storage;9230892.17033038;855936.345973803;-1426318.1763501;1267952.01414212;-570381.830376292;116.307414007401;0.118790879659791
Renewables - 5 GWh storage;10387373.5827979;1047352.02102669;-1135596.60111934;1881015.48901545;-88244.580092655;119.120271278833;0.333234711505902
Renewables - 5 GWh storage;10101747.9931796;976287.84649802;-1186260.54907329;1993323.4567883;-209972.702575271;104.694563377492;-0.424803171123294
Renewables - 5 GWh storage;7539189.30966141;509790.131855835;-2307903.32765473;766146.777244204;-1798113.19579889;131.572106042438;-0.315899983999396
Renewables - 5 GWh storage;8766132.51060044;767017.489300731;-1718092.32703373;1448126.17650997;-951074.837733002;153.190733800924;-0.043058483831825
Renewables - 5 GWh storage;10256515.1366987;1083968.08472366;-946964.787613817;2035573.79144555;137003.297109845;79.3511086133471;0.031222319806734
Renewables - 5 GWh storage;9414340.14047327;920857.244836101;-1371743.31307203;1591832.78156095;-450886.068235933;107.629450401313;-0.121613734735499
Renewables - 5 GWh storage;10350288.6840415;1051790.05978059;-1034318.68560919;1848058.33217451;17471.3741714056;137.471670694523;-0.0965225006629
Renewables - 5 GWh storage;10099878.3636497;1080698.06838448;-1224812.14496484;1798459.2926377;-144114.076580362;130.464131708885;-0.428811618952093
Renewables - 5 GWh storage;11172633.5829218;1199344.24516281;-664724.127933086;2203263.79890992;534620.117229726;144.850594500976;-0.042115668254983
Renewables - 5 GWh storage;9998964.44925352;1035657.86845911;-1188461.25862219;1806818.53614301;-152803.390163073;183.291911125665;-0.632970115342612
Renewables - 5 GWh storage;9148594.00898722;799116.601466216;-1523870.24078056;1387314.56831848;-724753.639314348;111.962620337844;0.090097825605701
Renewables - 5 GWh storage;9837935.28570597;891878.163016282;-1294802.32624456;1705097.34902467;-402924.163228279;75.291768587878;-0.398594818938481
Renewables - 5 GWh storage;9991480.57839547;995221.776177533;-1090891.81825937;1686659.76930394;-95670.0420818401;163.107675057803;0.228069835275797
Renewables - 5 GWh storage;7903937.06691582;575189.29659202;-1796125.4425481;755107.959247161;-1220936.14595608;194.652212285588;-0.814170779379104
Renewables - 5 GWh storage;9479072.53001574;942259.62952622;-1398102.41492964;1807673.18646222;-455842.785403416;128.410338728059;-0.067902919088958
Renewables - 5 GWh storage;10461795.1389819;1071824.18457394;-1049701.08094985;2070383.55668248;22123.1036240929;99.2237624849155;0.23407742561889
Renewables - 5 GWh storage;8349747.86880276;708477.363158031;-1634513.39326029;1209340.16920831;-926036.030102264;98.289306710058;0.325522781553428
Renewables - 5 GWh storage;8561137.00327642;721450.339901926;-1779606.55610947;1127766.03363783;-1058156.21620754;86.3160206897799;-0.71048607540604
Renewables - 5 GWh storage;8762949.19910767;775115.549463442;-1854370.55703918;1224743.98481274;-1079255.00757574;137.160138782336;-0.194665867526149
Renewables - 5 GWh storage;10131119.1075851;1025020.42615578;-1120974.08514173;1946727.92749635;-95953.6589859527;161.008775478042;0.044097383675368
Renewables - 5 GWh storage;8223012.58553696;720915.643579805;-1841207.76951943;1104138.18079159;-1120292.12593963;104.314941238467;-0.076485927519588
Renewables - 5 GWh storage;9497503.69455917;906015.629154069;-1369822.42817865;1749670.43951258;-463806.799024584;130.216925543937;-0.363172748694808
Renewables - 5 GWh storage;8711444.35378789;790775.683805536;-1705710.09172823;1229298.73153345;-914934.407922693;115.742732772494;-0.422470237491211
Renewables - 5 GWh storage;7186170.77880256;517987.780167561;-2368443.73055959;819943.719188489;-1850455.95039203;151.237141590726;-0.369831827924678
Renewables - 5 GWh storage;8688734.65037203;730022.788425503;-1483425.2909863;976946.531263859;-753402.502560795;122.567750209812;-0.324882975273187
Renewables - 5 GWh storage;10522264.8923347;1052910.64411661;-957234.623744976;2143925.03457093;95676.0203716326;103.687538799203;-0.022837830955934
Renewables - 5 GWh storage;8361870.21935798;689625.568858569;-1806460.5807813;1039108.15412896;-1116835.01192273;141.436726765185;-0.52893588855186
Renewables - 5 GWh storage;9576885.4790401;919466.936252309;-1228868.4167009;1626315.47160518;-309401.480448587;118.125122392004;-0.072180784740503
Renewables - 5 GWh storage;7381241.83969986;517396.206674437;-2201449.01494978;781214.644642761;-1684052.80827534;120.654846989443;-0.182079176132632
Renewables - 5 GWh storage;8026243.82725734;602031.779672466;-2121573.23951053;1097997.87308626;-1519541.45983807;101.005558385014;0.417468563550639
Renewables - 5 GWh storage;9228233.08013489;828197.201299236;-1248967.2279263;1400099.14726638;-420770.026627065;138.959027774771;-0.441414600194333
Renewables - 5 GWh storage;7686507.28182308;589934.226630296;-1902906.71828263;955598.871020317;-1312972.49165234;192.839300205941;-0.649501578858224
Renewables - 5 GWh storage;9145532.4735515;858454.870233095;-1648044.51517876;1504997.01906385;-789589.644945669;150.103702789113;-0.290678888766241
Renewables - 5 GWh storage;8718474.91527512;769064.297966459;-1470975.01199787;1198441.52605231;-701910.714031413;133.696737932888;0.058276101812243
Renewables - 5 GWh storage;8748753.02582347;771941.51312572;-1482534.16512752;1149388.50501604;-710592.652001803;125.290950586883;-0.333096358279853
Renewables - 5 GWh storage;9652068.98559049;983473.178458031;-1146435.70999757;1741539.06729526;-162962.531539537;87.0519056671598;-0.405005903256235
Renewables - 5 GWh storage;9532953.64888908;869914.539704137;-1311143.87474143;1535284.98530478;-441229.33503729;198.718797550223;-0.078779856130012
Renewables - 5 GWh storage;9285922.69583274;853166.372468278;-1398042.84243576;1409626.30344464;-544876.469967478;81.6325209938026;-0.313510428629447
Renewables - 5 GWh storage;11499208.2383945;1277715.76318197;-902205.188120898;2640393.25803049;375510.575061071;150.20425767728;-0.008297031381627
Renewables - 5 GWh storage;8353630.49476448;676270.286168898;-1981206.41912734;1013339.45950235;-1304936.13295844;125.801021323161;0.021057573754213
Renewables - 5 GWh storage;10002985.6968923;1006395.34606104;-1103712.01894664;1733768.59837338;-97316.6728856016;117.811229047901;-0.404098937649295
Renewables - 5 GWh storage;11606796.8609795;1285049.27412087;-658159.107003458;2787759.17891905;626890.16711741;99.3258664753311;0.169668647951418
Renewables - 5 GWh storage;9848190.20777694;931037.851221097;-1458463.05002637;1938967.42725761;-527425.198805273;136.949952052962;-0.353718004177402
Renewables - 5 GWh storage;7084107.8749316;511452.069603781;-2224251.6830724;825668.018914576;-1712799.61346862;184.908980932181;-0.191651833116026
Renewables - 5 GWh storage;8639980.66564468;715047.575617824;-1680339.99320347;1207673.26868032;-965292.41758565;126.51544004859;0.538815059146135
Renewables - 5 GWh storage;7524489.58514478;555204.852557044;-2295613.93535006;931774.659583186;-1740409.08279302;86.1230461137116;0.250672606876357
Renewables - 5 GWh storage;8321797.83411943;672432.271290084;-1853475.5971911;953636.025985902;-1181043.32590101;114.352389902332;-0.706115765761556
Renewables - 5 GWh storage;10308732.6751182;1061219.77544038;-931178.878976686;1938600.5867451;130040.896463697;126.501196142768;0.03710252974788
Renewables - 5 GWh storage;10152220.0762658;1043526.76153782;-1000883.38116369;1752403.38551881;42643.3803741303;140.35506289657;-0.548399107348674
Renewables - 5 GWh storage;8384719.53440795;695183.044267004;-1617113.2250015;1227508.25442751;-921930.180734499;107.126496549901;0.159097674509489
Renewables - 5 GWh storage;9824124.68400422;968141.318606068;-1190637.06463804;1648213.54502853;-222495.746031967;127.530639423521;0.029252562579764
Renewables - 5 GWh storage;10161343.1578454;1017267.19218405;-950511.756478336;1965146.12270278;66755.4357057112;113.64046318523;0.15795288908086
Renewables - 5 GWh storage;8626749.79440538;697711.976504429;-1537844.19248796;1220610.28276728;-840132.215983535;133.467838628821;-0.303747421106177
Renewables - 5 GWh storage;8258194.0308508;655951.04413064;-2070975.93117103;995359.520704798;-1415024.88704039;187.033971502362;-0.075025452146846
Renewables - 5 GWh storage;9725051.73497139;975607.5576537;-1082697.5903087;1675307.55277156;-107090.032655002;124.770666467928;0.087089790943457
Renewables - 5 GWh storage;8608647.97805871;745170.264258264;-1719130.52059768;1434365.00812574;-973960.256339414;133.180787566566;0.287086875537295
Renewables - 5 GWh storage;9343642.7070478;843220.831432349;-1305136.7924503;1456732.97591234;-461915.961017951;103.816282506892;-0.664021464147952
Renewables - 5 GWh storage;10666578.8358429;1118451.1289258;-891919.747980674;2090658.88776761;226531.38094513;196.659452937795;0.083327389717027
Renewables - 5 GWh storage;8692827.13798085;743743.273426673;-1702227.08856209;1285322.2093379;-958483.815135421;114.072942137016;-0.527201750469668
Renewables - 5 GWh storage;12039769.3133295;1415210.34743665;-647497.740145508;2803004.20529406;767712.607291142;191.813309582526;0.313104709928039
Renewables - 5 GWh storage;10030995.5578757;950568.548621743;-1131805.26987;1965629.25930714;-181236.721248259;95.5347415551575;-0.119497064246506
Renewables - 5 GWh storage;8289298.54664613;681911.866046623;-1724828.17993619;1047610.95198609;-1042916.31388957;112.498962603061;-0.047405976435727
Renewables - 5 GWh storage;8105026.99867147;639833.353596821;-1906459.33690187;1040908.24376632;-1266625.98330505;119.17789975376;0.2714680072547
Renewables - 5 GWh storage;7529618.34105382;526414.648725412;-2241947.8994971;771040.930701328;-1715533.25077169;122.947276550746;-0.468488247077992
Renewables - 5 GWh storage;10060139.5367151;1011712.58873292;-1158460.97186523;2068451.4528649;-146748.383132309;111.405222795453;-0.01039980172043
Renewables - 5 GWh storage;10487839.5471582;1076885.23123482;-1250460.6983265;2529809.45921383;-173575.467091679;125.233832980001;-0.113880713489024
Renewables - 5 GWh storage;11121856.8374788;1193151.52810362;-807690.381244385;2513633.74078735;385461.146859234;103.034461715;-0.040212662143954
Renewables - 5 GWh storage;8973961.27624933;777181.939393788;-1307853.25688904;1419177.93167762;-530671.317495257;124.265630122725;-0.596196057906925
Renewables - 5 GWh storage;8990627.15239483;804756.097756606;-1536258.70603629;1411807.71405119;-731502.608279689;109.589807786157;0.168318205236975
Renewables - 5 GWh storage;8306219.26908415;726986.499425028;-1784255.05702993;1210073.96649119;-1057268.5576049;168.292694857337;-0.465682360544829
Renewables - 5 GWh storage;7401633.48121954;513070.242014846;-2286882.66813322;734963.858329633;-1773812.42611838;86.8821164433388;-0.06766851829298
Renewables - 5 GWh storage;8138583.81052686;652464.95477168;-1945690.16778191;943287.540109247;-1293225.21301023;123.388066552334;0.214424662511558
Renewables - 5 GWh storage;9231769.81994228;846894.64894867;-1532919.38999562;1595903.26400433;-686024.741046947;170.421052125877;0.195212542965006
Renewables - 5 GWh storage;8656190.6660459;693187.724151426;-1550416.90943183;1254333.35315234;-857229.1852804;114.857507642798;-0.370578643164054
Renewables - 5 GWh storage;10036561.0087041;1006788.73648477;-912310.267742792;1781816.63917199;94478.4687419749;160.296430317354;0.072217060812136
Renewables - 5 GWh storage;8752288.52077401;747149.374671531;-1732339.95035994;1304564.40581556;-985190.575688407;163.139446243805;-0.377440144681842
Renewables - 5 GWh storage;8606106.33668445;790723.055572338;-1748006.96006782;1405327.85114169;-957283.904495482;138.383991010042;-0.07407528239645
Renewables - 5 GWh storage;10729828.0634148;1157969.77677657;-848797.972036275;2356977.97669357;309171.804740296;167.258963572816;-0.314686547836196
Renewables - 5 GWh storage;8563260.46436886;720883.632834967;-1744546.49640465;1315133.69464135;-1023662.86356968;73.7799195731651;-0.114047242417282
Renewables - 5 GWh storage;10179666.1961909;989845.433621096;-945841.267191704;1772528.0138836;44004.1664293919;155.695690020345;-0.648834914720712
Renewables - 5 GWh storage;10586429.8560588;1090960.94958345;-1001775.09307886;2099883.64952591;89185.8565045968;174.072471082954;-0.664887129338094
Renewables - 5 GWh storage;9530317.39404104;916824.064101303;-1189554.09725165;1686914.2941294;-272730.033150348;81.8963012732885;-0.089131693809657
Renewables - 5 GWh storage;8152433.73835053;641683.706964161;-1708410.39622702;1175822.71484125;-1066726.68926286;143.017841860016;0.079074497970062
Renewables - 5 GWh storage;10592148.0909078;1123231.01529072;-781647.930454211;2159610.7179987;341583.084836513;148.327314782899;-0.36083828957068
Renewables - 5 GWh storage;8979510.98887657;823504.655698665;-1488990.2746306;1475696.65136452;-665485.618931936;113.959627099598;-0.458914115324788
Renewables - 5 GWh storage;9385606.99577127;906107.130622667;-1549707.5569443;1593011.87030054;-643600.426321633;233.405808264343;-0.04729421312101
Renewables - 5 GWh storage;8699242.21654744;700257.799102767;-1638472.89491778;1111638.72543714;-938215.09581501;112.289723449054;-0.154437358246337
Renewables - 5 GWh storage;8922184.2606348;798937.326552475;-1325346.67761167;1416794.43971212;-526409.351059198;131.305067209794;-0.513815366438262
Renewables - 5 GWh storage;7926655.54398986;590164.214667228;-2082930.77061766;802985.473236438;-1492766.55595043;115.306814322945;-0.251793413561352
Renewables - 5 GWh storage;10454197.8664099;1083530.12705508;-1202039.83385214;2240199.88753286;-118509.706797056;155.518269596628;-0.095412628192968
Renewables - 5 GWh storage;9418140.27534006;881045.308303523;-1513663.62377522;1484468.57916946;-632618.315471702;165.315176385368;-0.353876593175645
Renewables - 5 GWh storage;9137649.4221088;791324.41619539;-1605860.82612657;1332152.12636255;-814536.409931179;87.465767115225;0.037628333880612
Renewables - 5 GWh storage;10362320.7480385;1053439.24995765;-959388.324589134;1969680.91147758;94050.9253685141;153.879787599128;-0.801337634640761
Renewables - 5 GWh storage;9792088.02441209;952930.053274404;-1420652.99515293;1674420.00950013;-467722.941878523;133.307866195181;-0.36361602380566
Renewables - 5 GWh storage;9751060.13839818;923796.399447197;-1219932.72972529;1623012.03744805;-296136.330278089;173.648608152566;-0.579136784994581
Renewables - 5 GWh storage;7820841.55476642;608890.433145349;-1855641.7201686;889563.34746496;-1246751.28702325;135.007821291773;0.771496233657562
Renewables - 5 GWh storage;10470270.2627118;1013318.43234511;-1193659.60832743;2229815.65234024;-180341.17598232;102.188850380087;-0.108007581733807
Renewables - 5 GWh storage;9726510.20796827;926406.108057809;-1413114.74356898;1762665.30290647;-486708.63551117;96.2576066927403;0.031240404247679
Renewables - 5 GWh storage;7747250.5781144;606595.156552471;-2103182.40056807;805648.152616818;-1496587.2440156;78.8713308242716;-0.369720811778265
